COVID1007_barcode06,22
COVID1007_barcode10,42
COVID1007_barcode11,22
COVID1007_barcode19,20
COVID1007_barcode26,19
COVID1007_barcode29,20
COVID1007_barcode31,42
COVID1007_barcode32,20
COVID1007_barcode33,20
COVID1007_barcode34,6
COVID1007_barcode35,5
COVID1007_barcode37,20
COVID1007_barcode39,20
COVID1007_barcode40,20
COVID1007_barcode41,22
COVID1007_barcode43,5
COVID1007_barcode44,21
COVID1007_barcode45,20
COVID1007_barcode46,21
COVID1007_barcode48,21
COVID1007_barcode49,22
COVID1007_barcode50,21
COVID1007_barcode51,5
COVID1007_barcode52,0
COVID1007_barcode53,21
COVID1007_barcode54,32
COVID1007_barcode55,9
COVID1007_barcode56,20
COVID1007_barcode57,9
COVID1007_barcode58,10
COVID1007_barcode59,9
COVID1007_barcode60,6
COVID1007_barcode61,21
COVID1007_barcode62,4
COVID1007_barcode63,21
COVID1008_barcode01,6
COVID1008_barcode02,22
COVID1008_barcode03,21
COVID1008_barcode04,22
COVID1008_barcode05,24
COVID1008_barcode06,5
COVID1008_barcode07,20
COVID1008_barcode08,20
COVID1008_barcode09,10
COVID1008_barcode10,21
COVID1008_barcode11,21
COVID1008_barcode12,6
COVID1008_barcode13,42
COVID1008_barcode14,10
COVID1008_barcode15,22
COVID1008_barcode16,20
COVID1008_barcode23,22
COVID1008_barcode38,19
COVID1008_barcode39,42
COVID1008_barcode40,5
COVID1008_barcode41,22
COVID1008_barcode43,21
COVID1008_barcode44,5
COVID1008_barcode45,20
COVID1008_barcode47,21
COVID1008_barcode49,9
COVID1008_barcode50,10
COVID1008_barcode51,22
COVID1008_barcode52,20
COVID1008_barcode53,21
COVID1008_barcode54,20
COVID1008_barcode57,21
COVID1008_barcode58,22
COVID1008_barcode59,10
COVID1008_barcode60,21
COVID1008_barcode61,20
COVID1008_barcode62,9
COVID1008_barcode63,10
COVID1008_barcode64,4
COVID1008_barcode65,10
COVID1008_barcode66,21
COVID1008_barcode67,21
COVID1008_barcode68,21
COVID1008_barcode69,4
COVID1008_barcode70,21
COVID1008_barcode71,21
COVID1008_barcode72,42
COVID1008_barcode73,20
COVID1008_barcode74,20
COVID1008_barcode75,10
COVID1008_barcode76,22
COVID1008_barcode79,19
COVID1009_barcode01,4
COVID1009_barcode02,5
COVID1009_barcode03,21
COVID1009_barcode04,21
COVID1009_barcode05,21
COVID1009_barcode06,10
COVID1009_barcode07,21
COVID1009_barcode08,10
COVID1009_barcode09,0
COVID1009_barcode10,21
COVID1009_barcode11,21
COVID1009_barcode12,9
COVID1009_barcode13,22
COVID1009_barcode14,10
COVID1009_barcode15,42
COVID1009_barcode16,21
COVID1009_barcode17,4
COVID1009_barcode18,10
COVID1009_barcode19,9
COVID1009_barcode20,20
COVID1009_barcode21,10
COVID1009_barcode22,21
COVID1009_barcode23,22
COVID1009_barcode24,10
COVID1009_barcode25,9
COVID1009_barcode26,9
COVID1009_barcode27,10
COVID1009_barcode28,20
COVID1009_barcode29,4
COVID1009_barcode30,20
COVID1009_barcode31,7
COVID1009_barcode32,5
COVID1009_barcode33,22
COVID1009_barcode34,21
COVID1009_barcode35,20
COVID1009_barcode36,10
COVID1009_barcode38,22
COVID1009_barcode39,22
COVID1009_barcode40,21
COVID1009_barcode41,20
COVID1009_barcode42,22
COVID1009_barcode43,20
COVID1009_barcode44,20
COVID1009_barcode45,10
COVID1009_barcode46,10
COVID1009_barcode47,10
COVID1009_barcode48,4
COVID1009_barcode49,9
COVID1009_barcode50,0
COVID1009_barcode51,10
COVID1009_barcode52,20
COVID1009_barcode53,10
COVID1009_barcode54,10
COVID1009_barcode55,10
COVID1009_barcode56,9
COVID1009_barcode57,21
COVID1009_barcode58,22
COVID1009_barcode59,6
COVID1009_barcode60,8
COVID1009_barcode61,9
COVID1009_barcode62,10
COVID1009_barcode63,50
COVID1009_barcode64,6
COVID1009_barcode65,21
COVID1009_barcode66,9
COVID1009_barcode67,10
COVID1010_barcode01,20
COVID1010_barcode02,21
COVID1010_barcode03,9
COVID1010_barcode04,4
COVID1010_barcode05,7
COVID1010_barcode06,22
COVID1010_barcode07,4
COVID1010_barcode08,10
COVID1010_barcode09,10
COVID1010_barcode10,10
COVID1010_barcode11,22
COVID1010_barcode12,20
COVID1010_barcode13,25
COVID1010_barcode14,6
COVID1010_barcode15,3
COVID1010_barcode16,22
COVID1010_barcode17,0
COVID1010_barcode18,3
COVID1010_barcode19,3
COVID1010_barcode20,21
COVID1010_barcode21,9
COVID1010_barcode22,9
COVID1010_barcode23,4
COVID1010_barcode24,0
COVID1010_barcode25,18
COVID1010_barcode26,2
COVID1010_barcode27,9
COVID1010_barcode28,48
COVID1010_barcode29,14
COVID1010_barcode30,20
COVID1010_barcode31,6
COVID1010_barcode32,20
COVID1010_barcode33,0
COVID1010_barcode34,20
COVID1010_barcode35,26
COVID1010_barcode36,21
COVID1010_barcode37,18
COVID1010_barcode38,4
COVID1010_barcode39,9
COVID1010_barcode40,4
COVID1010_barcode41,6
COVID1010_barcode42,0
COVID1010_barcode43,4
COVID1010_barcode44,10
COVID1010_barcode45,9
COVID1010_barcode46,20
COVID1010_barcode47,10
COVID1010_barcode48,9
COVID1010_barcode49,20
COVID1010_barcode50,1
COVID1010_barcode51,20
COVID1010_barcode52,4
COVID1010_barcode53,10
COVID1010_barcode54,20
COVID1010_barcode55,20
COVID1010_barcode56,10
COVID1010_barcode57,24
COVID1010_barcode58,0
COVID1010_barcode59,18
COVID1010_barcode60,14
COVID1010_barcode61,35
COVID1010_barcode62,4
COVID1010_barcode63,47
COVID1010_barcode64,39
COVID1010_barcode65,2
COVID1010_barcode66,6
COVID1010_barcode67,4
COVID1010_barcode68,41
COVID1010_barcode69,6
COVID1010_barcode70,4
COVID1010_barcode71,4
COVID1010_barcode72,4
COVID1010_barcode73,6
COVID1010_barcode74,2
COVID1010_barcode75,0
COVID1010_barcode76,3
COVID1010_barcode77,29
COVID1010_barcode78,2
COVID1011_barcode01,6
COVID1011_barcode02,13
COVID1011_barcode05,2
COVID1011_barcode06,17
COVID1011_barcode07,45
COVID1011_barcode08,0
COVID1011_barcode09,20
COVID1011_barcode10,22
COVID1011_barcode11,0
COVID1011_barcode12,16
COVID1011_barcode14,10
COVID1011_barcode15,49
COVID1011_barcode16,37
COVID1011_barcode17,46
COVID1011_barcode18,8
COVID1011_barcode19,0
COVID1011_barcode20,16
COVID1011_barcode21,43
COVID1011_barcode23,46
COVID1011_barcode24,22
COVID1011_barcode25,9
COVID1011_barcode26,10
COVID1011_barcode27,17
COVID1011_barcode28,18
COVID1011_barcode29,16
COVID1011_barcode30,12
COVID1011_barcode31,27
COVID1011_barcode32,1
COVID1011_barcode33,0
COVID1011_barcode34,18
COVID1011_barcode35,6
COVID1011_barcode36,31
COVID1011_barcode37,2
COVID1011_barcode38,34
COVID1011_barcode39,33
COVID1011_barcode40,10
COVID1011_barcode41,3
COVID1011_barcode42,30
COVID1011_barcode43,30
COVID1011_barcode44,11
COVID1011_barcode45,36
COVID1011_barcode46,11
COVID1011_barcode47,11
COVID1011_barcode48,30
COVID1011_barcode49,16
COVID1011_barcode50,13
COVID1011_barcode51,1
COVID1011_barcode53,38
COVID1011_barcode54,23
COVID1011_barcode55,38
COVID1011_barcode56,23
COVID1011_barcode57,44
COVID1011_barcode58,23
COVID1011_barcode59,23
COVID1011_barcode60,40
COVID1011_barcode61,28
COVID1011_barcode62,3
COVID1011_barcode63,20
COVID1011_barcode65,15
